Date,Ambulance Trust,Hospital Name,Count of Handovers at Hospital,Handover Compliance,Coun to fHandovers Over 15 Minutes,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h),,,,,
22-Aug-22,SWAS,Derriford Hospital,65,100.00%,57,87.69%,53,81.54%,46,70.77%,42,64.62%,333.07,319.28,294.73,"1,092.62",321.34,703.17,348.11,5.12,,,,,
23-Aug-22,SWAS,Derriford Hospital,72,100.00%,61,84.72%,57,79.17%,38,52.78%,29,40.28%,117.39,102.57,79.28,367.88,111.63,293.25,133.96,1.63,,,,,
24-Aug-22,SWAS,Derriford Hospital,91,100.00%,79,86.81%,61,67.03%,37,40.66%,27,29.67%,157.38,139.33,115.62,739.43,118,377.37,178.96,1.73,,,,,
25-Aug-22,SWAS,Derriford Hospital,82,100.00%,66,80.49%,38,46.34%,4,4.88%,2,2.44%,22.72,10.04,1.8,111.68,30.2,54.08,41.28,0.28,,,,,
26-Aug-22,SWAS,Derriford Hospital,80,100.00%,63,78.75%,43,53.75%,28,35.00%,14,17.50%,55.17,41.89,24.76,242.33,54.53,144.35,72.71,0.69,,,,,
27-Aug-22,SWAS,Derriford Hospital,88,100.00%,64,72.73%,49,55.68%,32,36.36%,23,26.14%,89.13,74.9,54.9,531.08,73.91,217.13,108.4,1.01,,,,,
28-Aug-22,SWAS,Derriford Hospital,81,100.00%,71,87.65%,63,77.78%,47,58.02%,35,43.21%,108.64,92.17,65.07,378.45,94.75,210.83,127.92,1.34,,,,,
29-Aug-22,SWAS,Derriford Hospital,87,100.00%,73,83.91%,64,73.56%,42,48.28%,37,42.53%,258.48,240.92,214.76,"1,076.30",192.08,726.3,278.52,2.97,,,,,
30-Aug-22,SWAS,Derriford Hospital,68,100.00%,63,92.65%,53,77.94%,44,64.71%,42,61.76%,215.24,200.66,176.44,636.75,204.28,499.12,231.51,3.17,,,,,
31-Aug-22,SWAS,Derriford Hospital,81,100.00%,69,85.19%,61,75.31%,45,55.56%,37,45.68%,143.43,127.46,101.58,390.15,120.3,289.1,162.41,1.77,,,,,
01-Sep-22,SWAS,Derriford Hospital,88,100.00%,77,87.50%,69,78.41%,50,56.82%,40,45.45%,253.36,235.32,205.92,748.8,187.07,561.25,274.38,2.88,,,,,
02-Sep-22,SWAS,Derriford Hospital,78,100.00%,64,82.05%,60,76.92%,50,64.10%,40,51.28%,204.64,189.02,161.94,671.57,170.79,458.53,222.03,2.62,,,,,
03-Sep-22,SWAS,Derriford Hospital,64,100.00%,53,82.81%,47,73.44%,40,62.50%,36,56.25%,166.99,154.24,133.17,554.57,170.07,420.18,181.41,2.61,,,,,
04-Sep-22,SWAS,Derriford Hospital,75,100.00%,63,84.00%,50,66.67%,35,46.67%,29,38.67%,128.28,113.72,92.48,558.9,116.52,333.07,145.66,1.71,,,,,
05-Sep-22,SWAS,Derriford Hospital,88,100.00%,71,80.68%,58,65.91%,40,45.45%,33,37.50%,239.71,223.32,199.02,"1,114.72",177.07,661.52,259.7,2.72,,,,,
06-Sep-22,SWAS,Derriford Hospital,64,100.00%,55,85.94%,51,79.69%,44,68.75%,39,60.94%,254.32,240.96,217.64,"1,041.90",252.17,532.88,268.98,3.97,,,,,
07-Sep-22,SWAS,Derriford Hospital,76,100.00%,63,82.89%,55,72.37%,42,55.26%,39,51.32%,227.28,212.31,188.91,767.63,193.11,606.48,244.61,2.99,,,,,
08-Sep-22,SWAS,Derriford Hospital,87,100.00%,65,74.71%,55,63.22%,46,52.87%,32,36.78%,153.46,138.69,114.33,494.25,118.86,385.42,172.35,1.76,,,,,
09-Sep-22,SWAS,Derriford Hospital,76,100.00%,64,84.21%,56,73.68%,46,60.53%,37,48.68%,217.1,202.06,177.37,588.2,185.31,523.38,234.72,2.86,,,,,
10-Sep-22,SWAS,Derriford Hospital,80,100.00%,72,90.00%,55,68.75%,34,42.50%,23,28.75%,83.77,67.95,45.88,311.45,77.27,181.9,103.02,1.05,,,,,
11-Sep-22,SWAS,Derriford Hospital,79,100.00%,70,88.61%,63,79.75%,38,48.10%,33,41.77%,281.02,264.42,239.02,"1,001.62",227.77,795.78,299.9,3.56,,,,,
12-Sep-22,SWAS,Derriford Hospital,62,100.00%,50,80.65%,44,70.97%,36,58.06%,32,51.61%,247.13,235.45,215.76,"1,025.18",252.67,637.58,261.1,3.99,,,,,
13-Sep-22,SWAS,Derriford Hospital,73,100.00%,66,90.41%,64,87.67%,52,71.23%,43,58.90%,439.5,423.48,394.28,"1,217.08",375.38,994.27,456.71,6.02,,,,,
14-Sep-22,SWAS,Derriford Hospital,52,100.00%,47,90.38%,46,88.46%,40,76.92%,38,73.08%,377.52,365.88,344.3,"1,184.87",449.88,909.17,389.9,7.26,,,,,
15-Sep-22,SWAS,Derriford Hospital,51,100.00%,45,88.24%,43,84.31%,37,72.55%,33,64.71%,366.24,355.26,335.79,"1,247.58",445.15,"1,038.75",378.37,7.18,,,,,
16-Sep-22,SWAS,Derriford Hospital,60,100.00%,44,73.33%,41,68.33%,33,55.00%,29,48.33%,179.06,168.45,149.66,836.47,191.69,432.12,191.69,2.98,,,,,
17-Sep-22,SWAS,Derriford Hospital,78,100.00%,73,93.59%,68,87.18%,56,71.79%,50,64.10%,292.29,274.71,243.76,692.03,239.53,544.48,311.39,3.75,,,,,
18-Sep-22,SWAS,Derriford Hospital,72,100.00%,60,83.33%,55,76.39%,47,65.28%,44,61.11%,252.31,238.33,213.18,592.03,223.83,526.48,268.59,3.5,,,,,
19-Sep-22,SWAS,Derriford Hospital,80,100.00%,61,76.25%,50,62.50%,38,47.50%,30,37.50%,93.02,79.19,57.44,556.22,83.11,174.75,110.81,1.16,,,,,
20-Sep-22,SWAS,Derriford Hospital,78,100.00%,63,80.77%,48,61.54%,37,47.44%,30,38.46%,206.91,193.78,173.78,847.38,172.99,559.47,224.89,2.65,,,,,
21-Sep-22,SWAS,Derriford Hospital,69,100.00%,60,86.96%,55,79.71%,44,63.77%,41,59.42%,212.7,198.38,173.35,699.47,199.04,523.08,228.89,3.08,,,,,
22-Sep-22,SWAS,Derriford Hospital,72,100.00%,60,83.33%,51,70.83%,30,41.67%,22,30.56%,84.05,70.43,50.94,539.82,84.09,174.12,100.91,1.17,,,,,
23-Sep-22,SWAS,Derriford Hospital,81,100.00%,64,79.01%,58,71.60%,48,59.26%,43,53.09%,232.7,217.38,191.92,"1,346.47",185.71,410.15,250.71,2.87,,,,,
24-Sep-22,SWAS,Derriford Hospital,66,100.00%,57,86.36%,54,81.82%,37,56.06%,37,56.06%,278.31,264.49,242.81,846.55,267.11,675.08,293.82,4.22,,,,,
25-Sep-22,SWAS,Derriford Hospital,61,100.00%,50,81.97%,43,70.49%,35,57.38%,31,50.82%,257.62,246.07,226.49,"1,316.97",267.01,696.63,271.46,4.22,,,,,
26-Sep-22,SWAS,Derriford Hospital,50,100.00%,43,86.00%,42,84.00%,36,72.00%,34,68.00%,359.46,348.96,329.33,"1,603.47",445.39,"1,156.37",371.16,7.19,,,,,
27-Sep-22,SWAS,Derriford Hospital,65,100.00%,53,81.54%,45,69.23%,37,56.92%,36,55.38%,414.94,402.59,381.67,"1,772.60",396.81,"1,110.43",429.88,6.38,,,,,
28-Sep-22,SWAS,Derriford Hospital,64,100.00%,55,85.94%,47,73.44%,42,65.63%,39,60.94%,386.51,373.67,351.04,"1,364.25",376.42,990.7,401.51,6.04,,,,,
29-Sep-22,SWAS,Derriford Hospital,57,100.00%,54,94.74%,50,87.72%,40,70.18%,37,64.91%,451.96,439.06,416.76,"1,613.58",490.31,"1,462.50",465.79,7.93,,,,,
30-Sep-22,SWAS,Derriford Hospital,50,100.00%,43,86.00%,38,76.00%,32,64.00%,29,58.00%,256.1,246.12,229.09,"1,534.70",321.04,581.82,267.53,5.12,,,,,
01-Oct-22,SWAS,Derriford Hospital,56,100.00%,47,83.93%,43,76.79%,36,64.29%,35,62.50%,259.37,248.21,228.49,"1,664.92",290.88,560.15,271.48,4.63,,,,,
02-Oct-22,SWAS,Derriford Hospital,48,100.00%,45,93.75%,44,91.67%,38,79.17%,36,75.00%,444.1,433.05,412.25,"2,138.52",569.59,"1,529.57",455.67,9.25,,,,,
03-Oct-22,SWAS,Derriford Hospital,63,100.00%,56,88.89%,51,80.95%,40,63.49%,39,61.90%,446.36,433.1,410.98,"1,457.23",439.24,"1,299.00",461.21,7.09,,,,,
04-Oct-22,SWAS,Derriford Hospital,55,100.00%,47,85.45%,39,70.91%,28,50.91%,25,45.45%,269.84,258.98,242.42,"1,378.50",307.79,813.7,282.14,4.91,,,,,
05-Oct-22,SWAS,Derriford Hospital,71,100.00%,65,91.55%,61,85.92%,53,74.65%,50,70.42%,468.87,452.86,424.97,"1,165.17",410.84,930.42,486.16,6.6,,,,,
06-Oct-22,SWAS,Derriford Hospital,55,100.00%,48,87.27%,42,76.36%,36,65.45%,34,61.82%,374.29,363.32,343.75,"1,259.67",422.29,956.62,387.1,6.81,,,,,
07-Oct-22,SWAS,Derriford Hospital,75,100.00%,63,84.00%,56,74.67%,47,62.67%,44,58.67%,455.85,441.1,415.45,"1,447.68",378.45,"1,028.87",473.07,6.08,,,,,
08-Oct-22,SWAS,Derriford Hospital,56,100.00%,48,85.71%,42,75.00%,36,64.29%,35,62.50%,360.44,349.26,329.86,"1,214.48",399.9,973.5,373.24,6.44,,,,,
09-Oct-22,SWAS,Derriford Hospital,67,100.00%,65,97.01%,56,83.58%,47,70.15%,39,58.21%,284.4,269.22,243.41,947.12,269.4,671.33,300.83,4.24,,,,,
10-Oct-22,SWAS,Derriford Hospital,63,100.00%,53,84.13%,48,76.19%,42,66.67%,37,58.73%,237.11,224.61,203.19,"1,117.50",239.4,537.98,251.37,3.76,,,,,
11-Oct-22,SWAS,Derriford Hospital,58,100.00%,50,86.21%,48,82.76%,40,68.97%,38,65.52%,272.59,260.22,238.58,972.95,295.9,720.82,286.04,4.7,,,,,
12-Oct-22,SWAS,Derriford Hospital,71,100.00%,57,80.28%,54,76.06%,45,63.38%,39,54.93%,330.76,316.98,292.38,"1,147.03",293.11,719.05,346.84,4.66,,,,,
13-Oct-22,SWAS,Derriford Hospital,69,100.00%,56,81.16%,46,66.67%,39,56.52%,35,50.72%,173.7,160.94,140.15,737.82,164.54,382.6,189.22,2.52,,,,,
14-Oct-22,SWAS,Derriford Hospital,58,100.00%,47,81.03%,40,68.97%,29,50.00%,24,41.38%,86.96,76.17,58.59,598.4,103.37,273.03,99.92,1.5,,,,,
15-Oct-22,SWAS,Derriford Hospital,85,100.00%,76,89.41%,63,74.12%,48,56.47%,41,48.24%,144.99,127.85,99.53,530.9,116.8,258.47,165.46,1.71,,,,,
16-Oct-22,SWAS,Derriford Hospital,76,100.00%,64,84.21%,52,68.42%,42,55.26%,36,47.37%,207.47,193.07,169.72,989.35,177.56,505.6,224.91,2.73,,,,,
17-Oct-22,SWAS,Derriford Hospital,64,100.00%,56,87.50%,47,73.44%,40,62.50%,31,48.44%,354.5,341.53,320.14,"1,515.62",346.56,"1,127.97",369.67,5.54,,,,,
18-Oct-22,SWAS,Derriford Hospital,65,100.00%,58,89.23%,48,73.85%,43,66.15%,40,61.54%,296.1,282.88,260.51,"1,245.03",287.46,757.88,311.42,4.56,,,,,
19-Oct-22,SWAS,Derriford Hospital,71,100.00%,65,91.55%,58,81.69%,52,73.24%,45,63.38%,246.96,231.31,204.6,"1,019.07",223.04,472.7,263.93,3.48,,,,,
20-Oct-22,SWAS,Derriford Hospital,84,100.00%,72,85.71%,61,72.62%,49,58.33%,45,53.57%,456.3,439.42,412.69,"1,287.58",339.89,"1,076.05",475.84,5.43,,,,,
21-Oct-22,SWAS,Derriford Hospital,72,100.00%,61,84.72%,58,80.56%,50,69.44%,48,66.67%,371.61,356.61,329.75,935.55,323.13,740.8,387.75,5.16,,,,,
22-Oct-22,SWAS,Derriford Hospital,59,100.00%,51,86.44%,45,76.27%,37,62.71%,33,55.93%,150.35,138.56,118.88,522.45,166.36,394.02,163.58,2.55,,,,,
23-Oct-22,SWAS,Derriford Hospital,73,100.00%,65,89.04%,54,73.97%,43,58.90%,37,50.68%,228.69,213.83,190.48,"1,080.20",202.44,535.6,246.3,3.13,,,,,
24-Oct-22,SWAS,Derriford Hospital,71,100.00%,59,83.10%,53,74.65%,44,61.97%,38,53.52%,332.13,318.01,294.19,"1,151.12",294.49,880.87,348.48,4.68,,,,,
25-Oct-22,SWAS,Derriford Hospital,56,100.00%,50,89.29%,43,76.79%,37,66.07%,32,57.14%,161.27,149.47,129.25,768.2,187.15,439,174.68,2.88,,,,,
26-Oct-22,SWAS,Derriford Hospital,77,100.00%,63,81.82%,54,70.13%,42,54.55%,34,44.16%,239.68,224.67,201.63,830.12,200.26,580.68,257,3.11,,,,,
27-Oct-22,SWAS,Derriford Hospital,67,100.00%,56,83.58%,51,76.12%,39,58.21%,30,44.78%,191.54,178.08,155.95,842.13,184.91,492.62,206.48,2.86,,,,,
28-Oct-22,SWAS,Derriford Hospital,74,100.00%,60,81.08%,49,66.22%,34,45.95%,29,39.19%,111.49,97.58,76.66,521,104.31,293.52,128.64,1.51,,,,,
29-Oct-22,SWAS,Derriford Hospital,81,100.00%,70,86.42%,63,77.78%,49,60.49%,38,46.91%,176.01,159.3,132.05,738.23,144.26,360.88,194.75,2.17,,,,,
30-Oct-22,SWAS,Derriford Hospital,67,100.00%,58,86.57%,48,71.64%,37,55.22%,31,46.27%,210.26,197.21,176.63,"1,001.72",201.9,515.43,225.46,3.14,,,,,
31-Oct-22,SWAS,Derriford Hospital,74,100.00%,64,86.49%,58,78.38%,51,68.92%,44,59.46%,457.53,442.21,415.04,"1,336.47",384.53,913.77,474.26,6.18,,,,,
