Month Year,Ambulance Trust,Hospital Name,Count of Handovers at Hospital,Handover Compliance,Count of Handovers Over 15 Minutes,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h)
Oct-21,NWAS,Fairfield General,940,63.73%,635,67.55%,350,37.23%,204,21.70%,141,15.00%,507.9,391.89,256.76,408.85,46.02,114.7,720.94,0.54
Oct-21,SCAS,Frimley Park Hospital,762,93.73%,510,66.93%,135,17.72%,26,3.41%,9,1.18%,115.1,46.5,14.29,187.13,22.89,38.13,290.68,0.15
Oct-21,SECAmb,Frimley Park Hospital,"1,990",96.27%,"1,455",73.12%,379,19.05%,73,3.67%,26,1.31%,317.75,122.13,33.09,140.55,23.82,41.97,790.11,0.16
Oct-21,NWAS,Furness General,696,79.09%,411,59.05%,210,30.17%,69,9.91%,31,4.45%,182.66,110.96,50.09,236.8,28.85,62.25,334.61,0.26
Oct-21,WMAS,George Elliot,"1,168",93.59%,774,66.27%,142,12.16%,10,0.86%,1,0.09%,121.99,28.44,2.84,145.48,20.38,31.47,396.65,0.1
Oct-21,EMAS,Glenfield General Hospital,949,100.00%,393,41.41%,143,15.07%,40,4.21%,12,1.26%,261.04,116.38,41.68,313.58,19.25,37,304.49,0.28
Oct-21,SWAS,Gloucester Royal Hospital,"3,260",100.00%,"2,486",76.26%,"1,709",52.42%,973,29.85%,607,18.62%,"2,276.83","1,760.95","1,118.39",577.58,55.45,128.13,"3,012.80",0.7
Oct-21,WMAS,Good Hope,"2,622",87.84%,"1,936",73.84%,"1,137",43.36%,755,28.79%,559,21.32%,"1,899.14","1,538.43","1,082.10",465,57.57,155.93,"2,515.91",0.72
Oct-21,SWAS,Great Western Hospital,"2,348",100.00%,"1,199",51.06%,652,27.77%,276,11.75%,145,6.18%,696.46,476.26,260.92,422.17,29.3,72.99,"1,146.66",0.3
Oct-21,EMAS,Grimsby Diana Princess Of Wales,"1,655",100.00%,"1,090",65.86%,557,33.66%,332,20.06%,228,13.78%,"1,287.51",833.91,538.01,482.83,44.59,109.06,"1,230.04",0.78
Oct-21,YAS,Harrogate District Hospital,638,57.43%,305,47.81%,102,15.99%,21,3.29%,5,0.78%,78.29,31.32,6.54,121.17,18.28,37.54,194.4,0.12
Oct-21,WMAS,Heartlands,"4,244",88.56%,"3,403",80.18%,"2,098",49.43%,"1,325",31.22%,"1,031",24.29%,"3,855.63","3,192.53","2,380.66",670,68.72,191.9,"4,860.97",0.91
Oct-21,WMAS,Hereford County,"1,479",85.05%,891,60.24%,442,29.89%,204,13.79%,104,7.03%,466.53,311.63,161.46,282.5,32.27,69.34,795.42,0.32
Oct-21,LAS,Hillingdon,"1,939",91.08%,"1,013",52.24%,244,12.58%,24,1.24%,24,1.24%,188.74,57.09,7.75,113.9,18.65,32.26,602.78,0.1
Oct-21,EEAST,Hinchingbrooke Hospital,"1,127",81.02%,985,87.40%,533,47.29%,204,18.10%,114,10.12%,537.33,349.55,188.97,354.78,43.08,95.34,809.11,0.48
Oct-21,LAS,Homerton,"1,205",85.77%,742,61.58%,101,8.38%,1,0.08%,1,0.08%,86.05,6.26,0.01,60.4,17.76,26.94,356.7,0.07
Oct-21,SCAS,Horton General Hospital,626,80.57%,290,46.33%,53,8.47%,14,2.24%,2,0.32%,49.61,18.13,4.67,150.98,17.6,27.3,183.65,0.08
Oct-21,YAS,Huddersfield Royal Infirmary,931,56.56%,430,46.19%,219,23.52%,86,9.24%,30,3.22%,187.93,110.47,41.51,206.5,23.16,53.69,359.32,0.2
Oct-21,YAS,Hull Royal Infirmary,"2,669",79.74%,"1,914",71.71%,"1,080",40.46%,430,16.11%,190,7.12%,947.98,584.45,242.31,211.02,34.71,73.36,"1,544.15",0.36
Oct-21,EEAST,Ipswich Hospital,"2,142",91.85%,"1,479",69.05%,535,24.98%,235,10.97%,127,5.93%,613.98,391.46,223.92,307.43,30.92,71.63,"1,103.78",0.29
Oct-21,NEAS,James Cook A&E,"1,033",55.57%,868,84.03%,409,39.59%,138,13.36%,69,6.68%,368.5,312.36,198.64,241.35,35.54,88.75,611.81,0.36
Oct-21,EEAST,James Paget Hospital,"1,544",80.17%,"1,256",81.35%,644,41.71%,388,25.13%,253,16.39%,911.19,687.62,440.85,465.85,49.64,114.21,"1,277.51",0.59
Oct-21,SCAS,John Radcliffe Hospital,"2,889",74.46%,"1,625",56.25%,419,14.50%,93,3.22%,35,1.21%,362.12,142.67,43.03,190.72,20.62,32.39,993.07,0.13
Oct-21,EMAS,Kettering General Hospital,"2,623",100.00%,"1,946",74.19%,587,22.38%,29,1.11%,9,0.34%,"1,012.89",298,17.85,150,23.6,39.76,"1,031.69",0.39
Oct-21,LAS,King Georges; Ilford,"1,192",85.45%,"1,151",96.56%,660,55.37%,73,6.12%,73,6.12%,454.6,218.42,78.03,300.63,37.72,60.38,749.41,0.38
Oct-21,LAS,Kings College,"1,915",88.17%,"1,452",75.82%,524,27.36%,58,3.03%,58,3.03%,355.88,120.45,23.93,159.37,25.23,40.37,805.11,0.19
Oct-21,EMAS,Kings Mill Hospital,"3,240",100.00%,"1,767",54.54%,186,5.74%,6,0.19%,3,0.09%,771.39,84.32,8.62,402.83,17.25,26.04,931.61,0.24
Oct-21,LAS,Kingston,"1,658",89.38%,"1,083",65.32%,156,9.41%,17,1.03%,17,1.03%,166.48,32.03,3.65,106.63,19.66,30.55,543.15,0.1
Oct-21,YAS,Leeds General Infirmary,"1,361",55.46%,341,25.06%,64,4.70%,8,0.59%,0,0.00%,52.71,12.66,1.26,74.75,11.71,21.84,265.61,0.04
Oct-21,EMAS,Leicester Royal Infirmary,"5,040",100.00%,"4,050",80.36%,"2,446",48.53%,"1,408",27.94%,945,18.75%,"4,812.41","3,374.34","2,105.26",444.82,55.68,136.7,"4,677.00",0.95
Oct-21,NWAS,Leighton,784,44.49%,515,65.69%,127,16.20%,7,0.89%,0,0.00%,89.54,21.1,0.74,72.92,20.45,35.27,267.21,0.11
Oct-21,LAS,Lewisham,"1,427",85.55%,958,67.13%,314,22.00%,95,6.66%,95,6.66%,292.25,144.63,58.17,239.03,25.98,48.17,617.81,0.2
Oct-21,EMAS,Lincoln County Hospital,"2,340",100.00%,"1,940",82.91%,754,32.22%,335,14.32%,227,9.70%,"1,725.27",891.78,489.28,392.97,38.8,88.55,"1,513.22",0.74
Oct-21,EEAST,Lister Hospital,"1,766",71.01%,"1,636",92.64%,961,54.42%,447,25.31%,285,16.14%,"1,092.68",767.14,446.19,396.8,51.79,115.04,"1,524.27",0.62
Oct-21,EEAST,Luton And Dunstable Hospital,"2,382",84.23%,"1,334",56.00%,357,14.99%,91,3.82%,24,1.01%,302.93,125.76,35.36,185.18,20.68,38.49,821.06,0.13
Oct-21,NWAS,Macclesfield General,533,61.76%,417,78.24%,182,34.15%,43,8.07%,21,3.94%,146.3,74.12,27.08,172.18,30.79,60.3,273.54,0.27
Oct-21,SECAmb,Maidstone Hospital,"1,320",92.18%,613,46.44%,96,7.27%,4,0.30%,0,0.00%,82.61,15.5,0.66,74.25,16.62,25.93,365.53,0.06
Oct-21,NWAS,Manchester Royal Infirmary,"1,662",80.48%,"1,053",63.36%,271,16.31%,116,6.98%,57,3.43%,303.16,163.94,81.13,299.92,24.67,47.5,683.32,0.18
Oct-21,SECAmb,Medway Maritime Hospital,"3,301",94.15%,"1,858",56.29%,873,26.45%,370,11.21%,141,4.27%,815.73,513.56,216.41,346.45,27.96,60.76,"1,538.51",0.25
Oct-21,SCAS,Milton Keynes General Hospital,"1,820",86.75%,"1,187",65.22%,365,20.05%,71,3.90%,23,1.26%,291.15,121.76,34.32,291.03,23.38,39.3,709.32,0.16
Oct-21,SWAS,Musgrove Park Hospital,"2,416",100.00%,958,39.65%,268,11.09%,45,1.86%,10,0.41%,208,76.22,15.56,171.25,16.62,32.02,669.11,0.09
Oct-21,WMAS,New Cross,"4,213",91.23%,"2,688",63.80%,"1,398",33.18%,858,20.37%,545,12.94%,"1,962.94","1,494.07",948.68,490,41.52,99.86,"2,915.61",0.47
Oct-21,WMAS,New Queen Elizabeth Hosp,"3,513",84.39%,"2,770",78.85%,"1,319",37.55%,798,22.72%,592,16.85%,"2,449.84","1,971.82","1,482.84",712,56.16,149.89,"3,288.29",0.7
Oct-21,LAS,Newham,"1,450",76.76%,"1,314",90.62%,622,42.90%,86,5.93%,86,5.93%,404.28,152.91,34.22,184.33,31.29,48.76,756.07,0.28
Oct-21,EEAST,Norfolk & Norwich University Hospital,"3,049",77.78%,"2,285",74.94%,"1,263",41.42%,656,21.52%,417,13.68%,"1,565.13","1,143.52",686.94,505.08,44.82,106.2,"2,277.78",0.51
Oct-21,SWAS,North Devon District Hospital,"1,425",100.00%,644,45.19%,213,14.95%,54,3.79%,16,1.12%,175.19,78.44,21.45,137.9,18.83,37.45,447.23,0.12
Oct-21,SCAS,North Hants Hospital,"1,872",91.67%,535,28.58%,213,11.38%,81,4.33%,40,2.14%,210.05,130.23,61.64,307.2,18.11,34.59,564.96,0.11
Oct-21,NWAS,North Manchester General,738,52.41%,492,66.67%,237,32.11%,94,12.74%,50,6.78%,239.8,154.42,79.83,292.58,33,71.66,405.89,0.32
Oct-21,LAS,North Middlesex,"2,289",91.20%,"1,977",86.37%,"1,164",50.85%,262,11.45%,262,11.45%,838.49,446.64,140.09,202.62,36.25,65.49,"1,382.88",0.37
Oct-21,NEAS,North Tees Hospital A&E,488,32.66%,285,58.40%,63,12.91%,22,4.51%,10,2.05%,66.12,46.47,30.23,175,21,61.56,170.83,0.14
Oct-21,EMAS,Northampton General Hospital,"2,958",100.00%,"2,225",75.22%,869,29.38%,190,6.42%,71,2.40%,"1,347.74",544.43,142.94,269.13,27.85,52.19,"1,372.82",0.46
Oct-21,YAS,Northern General Hospital,"2,392",73.26%,"1,864",77.93%,"1,098",45.90%,418,17.47%,192,8.03%,964.42,600.03,253.9,238.42,37.93,77.96,"1,512.28",0.4
Oct-21,LAS,Northwick Park,"3,349",93.26%,"1,802",53.81%,865,25.83%,322,9.61%,322,9.61%,798.18,497.8,215.64,221.68,27.01,60.67,"1,507.86",0.24
Oct-21,EMAS,Nottingham City Hospital Campus,648,100.00%,472,72.84%,165,25.46%,44,6.79%,16,2.47%,247.45,97.12,27.27,214.17,26.31,46.62,284.14,0.38
Oct-21,NEAS,Nsec A&E,"2,540",86.42%,"1,684",66.30%,615,24.21%,189,7.44%,58,2.28%,507.79,411.92,223.92,184.47,25.57,70.62,"1,082.38",0.2
Oct-21,EEAST,Peterborough City Hospital,"1,747",84.68%,"1,606",91.93%,897,51.35%,371,21.24%,223,12.76%,"1,020.39",712.37,431.35,426.38,49.81,111.53,"1,450.28",0.58
Oct-21,EMAS,Peterborough City Hospital,769,100.00%,692,89.99%,443,57.61%,230,29.91%,166,21.59%,907.31,671.62,445.92,572,69.01,154.51,884.44,1.18
Oct-21,YAS,Pinderfields General Hospital,"2,816",77.81%,"1,586",56.32%,839,29.79%,280,9.94%,118,4.19%,733.61,442.5,189.11,349.02,27.19,62.57,"1,275.93",0.26
Oct-21,SWAS,Poole Hospital,"2,009",100.00%,"1,147",57.09%,573,28.52%,215,10.70%,99,4.93%,545.63,338.82,156.08,416.83,28.96,64.19,969.59,0.27
Oct-21,EEAST,Princess Alexandra Hospital,"1,375",78.57%,"1,205",87.64%,804,58.47%,416,30.25%,276,20.07%,"1,046.22",799.7,512.99,550.2,60.12,147.38,"1,377.83",0.76
Oct-21,WMAS,Princess Royal,"1,691",79.50%,"1,283",75.87%,749,44.29%,474,28.03%,337,19.93%,"1,147.14",906.44,613.1,403,54.83,137.38,"1,545.17",0.68
Oct-21,SECAmb,Princess Royal Hospital,689,86.78%,394,57.18%,81,11.76%,7,1.02%,0,0.00%,63.93,15.39,1.21,80.9,18.92,31.13,217.3,0.09
Oct-21,LAS,Princess Royal; Farnborough,"1,614",81.52%,"1,143",70.82%,463,28.69%,209,12.95%,209,12.95%,557.79,373.54,225.93,308.25,34.58,78.81,930.16,0.35
Oct-21,SCAS,Queen Alexandra Hospital,"3,733",88.38%,"2,648",70.93%,"2,070",55.45%,"1,475",39.51%,"1,118",29.95%,"3,938.61","3,364.48","2,492.21",549.2,76.77,174.69,"4,776.64",1.06
Oct-21,NEAS,Queen Elizabeth Emrg Hub,"1,590",93.81%,828,52.08%,155,9.75%,64,4.03%,28,1.76%,178.05,124.05,82.92,174.1,19.56,58.9,518.38,0.11
Oct-21,EEAST,Queen Elizabeth Hospital,"1,739",89.59%,"1,227",70.56%,754,43.36%,458,26.34%,287,16.50%,996.73,764.8,461.08,363.72,48.29,119.1,"1,399.53",0.57
Oct-21,LAS,Queen Elizabeth Ii; Woolwich,"2,333",88.04%,697,29.88%,104,4.46%,51,2.19%,51,2.19%,167.08,98.02,61.75,310.47,15.98,26.02,621.21,0.07
Oct-21,SECAmb,Queen Elizabeth Queen Mother Hospital,"2,650",95.08%,"1,852",69.89%,333,12.57%,40,1.51%,16,0.60%,312.45,79.84,25.5,187.25,21,32.24,927.28,0.12
Oct-21,EMAS,Queens Medical Centre Campus Hospital,"5,473",100.00%,"2,964",54.16%,876,16.01%,221,4.04%,85,1.55%,"1,633.40",534.84,146.71,213.33,21.06,40.14,"1,921.17",0.3
Oct-21,LAS,Queens; Romford - A&E,"2,340",83.21%,"2,285",97.65%,"1,665",71.15%,286,12.22%,286,12.22%,"1,256.83",744.61,309.06,294.2,47.12,83.34,"1,837.60",0.54
Oct-21,YAS,Rotherham District General Hos,"1,854",89.44%,997,53.78%,438,23.62%,190,10.25%,101,5.45%,455.92,294.91,144.74,231,27.03,63.47,835.21,0.25
Oct-21,NWAS,Royal Albert Edward Infirmary,"1,237",67.16%,960,77.61%,528,42.68%,174,14.07%,64,5.17%,427.27,247.68,92.49,244.8,34.8,67.92,717.41,0.35
Oct-21,SCAS,Royal Berkshire Hospital,"2,980",84.18%,"1,868",62.68%,539,18.09%,156,5.23%,60,2.01%,480.25,215.36,70.36,177.45,23.04,41.32,"1,144.27",0.16
Oct-21,NWAS,Royal Blackburn,"2,912",85.65%,"2,116",72.66%,483,16.59%,22,0.76%,1,0.03%,364.68,68.91,2.2,108.7,21.58,33.6,"1,047.46",0.13
Oct-21,NWAS,Royal Bolton,"1,473",75.08%,917,62.25%,401,27.22%,163,11.07%,85,5.77%,430.07,278.49,147,339.32,30.87,65.36,757.82,0.29
Oct-21,SWAS,Royal Bournemouth Hospital,"1,956",100.00%,"1,310",66.97%,861,44.02%,474,24.23%,299,15.29%,"1,084.90",814.78,492.75,365.43,46.34,119.78,"1,510.79",0.55
Oct-21,EMAS,Royal Derby Hospital,"4,158",100.00%,"3,084",74.17%,884,21.26%,196,4.71%,86,2.07%,"1,751.94",568.68,173.98,330.18,25.37,46.37,"1,757.91",0.42
Oct-21,SWAS,Royal Devon And Exeter Wonford,"3,105",100.00%,"1,212",39.03%,194,6.25%,13,0.42%,1,0.03%,172.97,31.63,2.34,135.7,14.69,26.35,760.08,0.06
Oct-21,LAS,Royal Free,"1,253",82.87%,"1,134",90.50%,640,51.08%,198,15.80%,198,15.80%,555.4,332.61,160.05,407.17,41.15,81.67,859.29,0.44
Oct-21,SCAS,Royal Hampshire County Hospital,"1,420",92.51%,652,45.92%,259,18.24%,105,7.39%,52,3.66%,266.28,168,83.11,286.37,24.06,49.9,569.39,0.19
Oct-21,NWAS,Royal Lancaster Infirmary,"1,339",83.43%,971,72.52%,315,23.53%,49,3.66%,17,1.27%,233.62,87.7,22.28,177.2,24.44,43.06,545.4,0.17
Oct-21,NWAS,Royal Liverpool University,"1,563",71.57%,729,46.64%,216,13.82%,37,2.37%,9,0.58%,167.34,61.99,12.82,130.93,18.44,35.94,480.37,0.11
Oct-21,LAS,Royal London (Whitechapel),"1,912",83.97%,"1,623",84.88%,382,19.98%,10,0.52%,10,0.52%,309.77,37.41,5.43,203.85,24.02,32.72,765.58,0.16
Oct-21,NWAS,Royal Oldham,"1,193",62.79%,982,82.31%,523,43.84%,241,20.20%,150,12.57%,648.26,464.29,289.8,568.53,47.02,114.46,935.01,0.54
Oct-21,NWAS,Royal Preston,"1,791",85.86%,"1,293",72.19%,515,28.75%,196,10.94%,93,5.19%,508,299.87,143.61,274.4,30.96,66.1,924.05,0.28
Oct-21,WMAS,Royal Shrewsbury,"1,195",69.28%,"1,081",90.46%,759,63.51%,514,43.01%,380,31.80%,"1,529.35","1,301.26",996.12,798,91.46,219.55,"1,821.54",1.28
Oct-21,WMAS,Royal Stoke Univ Hosp,"3,752",76.78%,"2,898",77.24%,"1,521",40.54%,793,21.14%,552,14.71%,"2,169.12","1,648.00","1,117.82",535,48.76,122.95,"3,049.20",0.58
Oct-21,SECAmb,Royal Surrey County Hospital,"1,338",94.09%,747,55.83%,209,15.62%,32,2.39%,5,0.37%,149.95,54.06,8.55,124.83,20.04,34.34,446.96,0.11
Oct-21,SECAmb,Royal Sussex County Hospital,"2,270",86.64%,"1,683",74.14%,681,30.00%,236,10.40%,89,3.92%,581.32,311.42,106.99,184.18,29.43,59.11,"1,113.30",0.26
Oct-21,SWAS,Royal United Hospital - Bath,"2,533",100.00%,"1,627",64.23%,977,38.57%,524,20.69%,300,11.84%,"1,129.55",820.45,453.97,415.43,39.72,94.42,"1,676.69",0.45
Oct-21,WMAS,Russells Hall,"3,643",92.51%,"2,903",79.69%,"1,420",38.98%,725,19.90%,438,12.02%,"1,635.59","1,130.81",635.05,334.8,41.22,94.09,"2,502.97",0.45
Oct-21,NEAS,Rvi A&E,"2,020",69.68%,"1,037",51.34%,120,5.94%,5,0.25%,0,0.00%,127.85,47.05,4.67,84,16.55,50,557.33,0.06
Oct-21,NWAS,Salford Royal,"1,556",77.45%,"1,054",67.74%,260,16.71%,19,1.22%,6,0.39%,198.96,51.79,7.29,157.02,21.51,34.83,557.73,0.13
Oct-21,SWAS,Salisbury District Hospital,"1,266",100.00%,537,42.42%,191,15.09%,62,4.90%,30,2.37%,179.78,100.14,46.1,301.47,19.92,44.14,420.32,0.14
Oct-21,WMAS,Sandwell,"2,322",92.66%,"1,501",64.64%,502,21.62%,231,9.95%,150,6.46%,643.44,423.52,260.78,337.12,30.43,70.95,"1,177.46",0.28
Oct-21,YAS,Scarborough District General Hospital,"1,546",82.54%,989,63.97%,545,35.25%,275,17.79%,159,10.28%,596.23,411.01,218.71,265.17,35.8,76.68,922.51,0.39
Oct-21,EMAS,Scunthorpe General Hospital,"1,396",100.00%,950,68.05%,571,40.90%,329,23.57%,221,15.83%,"1,118.89",759.23,469.27,490,47.63,111.03,"1,108.23",0.8
Oct-21,NEAS,South Tyneside Hosp A&E,583,58.18%,433,74.27%,91,15.61%,16,2.74%,8,1.37%,87.63,53.17,22.9,193.85,23.08,59.92,224.25,0.15
Oct-21,SCAS,Southampton General Hospital,"3,767",84.16%,"2,313",61.40%,261,6.93%,16,0.42%,4,0.11%,289.83,41.3,5.05,126.33,18.22,26.51,"1,144.03",0.08
Oct-21,EEAST,Southend University Hospital,"2,111",88.47%,"1,817",86.07%,668,31.64%,278,13.17%,151,7.15%,722.33,418.53,212.94,290.17,35.1,66.86,"1,234.83",0.34
Oct-21,SWAS,Southmead Hospital,"2,830",100.00%,"2,275",80.39%,"1,532",54.13%,882,31.17%,590,20.85%,"2,326.65","1,858.07","1,283.73",702.33,63.15,148.22,"2,978.80",0.82
Oct-21,NWAS,Southport District General,"1,019",84.49%,711,69.77%,224,21.98%,39,3.83%,5,0.49%,167.7,62.89,13.43,139.95,23.65,40.79,401.73,0.16
Oct-21,LAS,St Georges; Tooting,"1,742",76.81%,"1,285",73.77%,481,27.61%,28,1.61%,28,1.61%,303.01,92.85,10.23,136.58,24.48,41.28,710.65,0.17
Oct-21,LAS,St Helier,"1,208",86.22%,945,78.23%,257,21.27%,70,5.79%,70,5.79%,251.08,113.73,43.96,233.15,26.81,45.24,539.84,0.21
Oct-21,YAS,St James University Hospital,"1,522",50.00%,829,54.47%,219,14.39%,18,1.18%,2,0.13%,158.25,40.34,3.71,103.25,18.21,33.19,461.96,0.1
Oct-21,IOW,St Mary'S Hospital,"1,363",97.22%,205,15.04%,17,1.25%,2,0.15%,1,0.07%,22.5,3.91,1.19,105.43,11.51,16.72,261.39,0.02
Oct-21,LAS,St Marys; W2,"1,775",91.17%,"1,219",68.68%,365,20.56%,33,1.86%,33,1.86%,271.82,89.63,17.28,200.87,22.95,41.2,678.99,0.15
Oct-21,SECAmb,St Peters Hospital,"2,571",96.76%,"1,719",66.86%,328,12.76%,48,1.87%,12,0.47%,294.27,86.5,17.97,156.18,20.79,33.78,890.95,0.11
Oct-21,SECAmb,St Richards Hospital,"1,787",93.46%,817,45.72%,300,16.79%,96,5.37%,45,2.52%,255.3,135.88,52.33,202.62,21,41.63,625.3,0.14
Oct-21,LAS,St Thomas',"2,176",89.99%,"1,475",67.78%,301,13.83%,18,0.83%,18,0.83%,245.69,52.21,2.6,94.5,20.55,33.65,745.12,0.11
Oct-21,NWAS,Stepping Hill,"1,315",73.26%,643,48.90%,139,10.57%,20,1.52%,3,0.23%,111.67,34.23,4.71,104.63,17.98,31.16,394.09,0.08
Oct-21,SCAS,Stoke Mandeville Hospital,"1,729",81.02%,927,53.61%,376,21.75%,124,7.17%,60,3.47%,338.38,191.94,79.82,231.02,24.71,42.52,712.08,0.2
Oct-21,NEAS,Sunderland Royal A&E,"1,925",75.94%,"1,457",75.69%,454,23.58%,99,5.14%,23,1.19%,364.62,262.34,110.13,160.18,25.23,65.68,809.51,0.19
Oct-21,NWAS,Tameside General,"1,117",61.51%,733,65.62%,201,17.99%,19,1.70%,1,0.09%,146.05,40.7,3.59,90.82,21.49,36.1,400.03,0.13
Oct-21,SWAS,Torbay Hospital,"2,234",100.00%,"1,475",66.03%,918,41.09%,521,23.32%,353,15.80%,"1,343.33","1,049.82",708.37,482.58,49.04,126.94,"1,825.99",0.6
Oct-21,SWAS,Treliske Hospital,"2,803",100.00%,"2,324",82.91%,"1,941",69.25%,"1,495",53.34%,"1,247",44.49%,"4,947.22","4,414.42","3,563.59",663.32,119.69,285.41,"5,591.36",1.76
Oct-21,SECAmb,Tunbridge Wells Hospital,"2,096",85.48%,"1,144",54.58%,355,16.94%,25,1.19%,2,0.10%,240.98,78.28,4.22,100.3,19.97,37.2,697.7,0.11
Oct-21,NEAS,Uhnd A&E,"1,787",87.51%,"1,221",68.33%,504,28.20%,274,15.33%,158,8.84%,610.48,544.18,437.31,279.67,34.1,111.06,"1,015.53",0.34
Oct-21,WMAS,Uni Hospital Cov & War,"3,656",86.68%,"2,708",74.07%,684,18.71%,144,3.94%,52,1.42%,608.03,220.86,69.88,202.7,23.84,42.19,"1,452.55",0.17
Oct-21,LAS,University College,"1,552",91.83%,817,52.64%,181,11.66%,33,2.13%,33,2.13%,144,48.08,8,104.57,18.71,32.35,484.07,0.09
Oct-21,WMAS,Walsall Manor,"2,990",95.80%,"1,435",47.99%,202,6.76%,36,1.20%,12,0.40%,208.29,63.21,20.14,200.9,17.35,27.74,864.63,0.07
Oct-21,NWAS,Warrington,"1,381",87.02%,576,41.71%,194,14.05%,74,5.36%,39,2.82%,204.46,123.87,63.99,295.88,20.73,40.97,477.21,0.15
Oct-21,WMAS,Warwick,"1,718",89.99%,"1,579",91.91%,797,46.39%,259,15.08%,122,7.10%,683.71,387.6,172.55,360,38.68,73.11,"1,107.54",0.4
Oct-21,EEAST,Watford General Hospital,"2,233",79.10%,"1,640",73.44%,617,27.63%,237,10.61%,126,5.64%,632,378.23,190.09,265.83,31.12,67.38,"1,158.21",0.28
Oct-21,NWAS,West Cumberland,597,61.93%,398,66.67%,108,18.09%,32,5.36%,8,1.34%,101.79,46.01,14.29,193.68,24.02,43.5,239.04,0.17
Oct-21,LAS,West Middlesex,"2,080",92.90%,"1,047",50.34%,117,5.63%,10,0.48%,10,0.48%,134.8,26.65,2.78,93.72,16.59,26.61,575.05,0.06
Oct-21,EEAST,West Suffolk Hospital,"1,841",93.64%,"1,148",62.36%,296,16.08%,102,5.54%,37,2.01%,283.51,136.13,52.13,193.82,22.77,43.77,698.56,0.15
Oct-21,SWAS,Weston General Hospital,859,100.00%,628,73.11%,451,52.50%,319,37.14%,252,29.34%,936.3,804.87,618.39,628.68,79,188.7,"1,131.06",1.09
Oct-21,SCAS,Wexham Park Hospital,"3,089",95.37%,"1,237",40.05%,138,4.47%,11,0.36%,3,0.10%,144.57,30.12,4.29,132.02,15.33,23.34,789.26,0.05
Oct-21,LAS,Whipps Cross,"1,266",77.67%,"1,040",82.15%,471,37.20%,148,11.69%,148,11.69%,459.11,279.02,155.24,498.88,36.13,69.42,762.29,0.36
Oct-21,NWAS,Whiston,"1,741",76.49%,"1,315",75.53%,794,45.61%,455,26.13%,268,15.39%,"1,021.18",768.95,472.2,480.72,49.18,115.16,"1,426.96",0.59
Oct-21,LAS,Whittington,"1,241",85.88%,"1,034",83.32%,427,34.41%,95,7.66%,95,7.66%,337.96,158.89,60.02,259.5,30.78,55.01,636.6,0.27
Oct-21,SECAmb,William Harvey Hospital,"2,900",95.24%,"1,562",53.86%,533,18.38%,112,3.86%,10,0.34%,394.45,169.53,24.63,142.27,21.11,42.16,"1,020.53",0.14
Oct-21,WMAS,Worcestershire Royal,"2,308",79.20%,"1,354",58.67%,822,35.62%,570,24.70%,400,17.33%,"1,477.66","1,223.44",886.43,540,51.55,135.54,"1,982.87",0.64
Oct-21,SECAmb,Worthing Hospital,"1,875",83.41%,848,45.23%,237,12.64%,61,3.25%,18,0.96%,199.13,89.37,27.35,155.58,19.02,33.71,594.51,0.11
Oct-21,NWAS,Wythenshawe,"1,627",84.48%,"1,158",71.17%,587,36.08%,241,14.81%,114,7.01%,569.3,363.75,169.67,383.93,34.79,75.56,943.43,0.35
Oct-21,SWAS,Yeovil District Hospital,"1,404",100.00%,496,35.33%,161,11.47%,28,1.99%,8,0.57%,118.2,46.4,8.42,111.65,16.27,32.74,380.63,0.08
Oct-21,YAS,York District Hospital,"1,848",75.46%,962,52.06%,603,32.63%,373,20.18%,241,13.04%,824.45,637.3,401.37,332.7,37.93,102.48,"1,168.31",0.45
Nov-21,EEAST,Addenbrookes Hospital,"2,426",92.24%,"1,583",65.25%,477,19.66%,152,6.27%,73,3.01%,485.58,259.91,133.14,347.02,25.71,51.23,"1,039.54",0.2
Nov-21,NWAS,Aintree University,"1,661",75.16%,"1,093",65.80%,300,18.06%,92,5.54%,44,2.65%,289.9,143.95,63.05,308.8,24.35,44.55,674.2,0.17
Nov-21,YAS,Airedale General Hospital,967,78.75%,327,33.82%,79,8.17%,6,0.62%,0,0.00%,57.5,13.25,0.38,72.1,13.96,27.39,224.99,0.06
Nov-21,NWAS,Alder Hey,16,3.79%,11,68.75%,5,31.25%,0,0.00%,0,0.00%,2.6,0.74,0,52.38,22.86,24.77,6.1,0.16
Nov-21,WMAS,Alexandra,"1,791",94.96%,699,39.03%,325,18.15%,181,10.11%,106,5.92%,385.05,274.41,153.37,253,25.05,56.11,747.79,0.21
Nov-21,NWAS,Arrowe Park,"1,467",79.95%,879,59.92%,418,28.49%,211,14.38%,109,7.43%,497.15,346.17,201.44,527.8,33.51,81.86,819.21,0.34
Nov-21,LAS,Barnet,"1,321",91.17%,"1,195",90.46%,592,44.81%,206,15.59%,206,15.59%,609.09,387.6,217.96,389.93,42.27,87.82,930.67,0.46
